iter	Logloss
134	0.585863539
135	0.5857298961
136	0.5856047136
137	0.5854181125
138	0.5853152704
139	0.5852424104
140	0.5851329765
141	0.5849569635
142	0.5848753793
143	0.5847490662
144	0.5845955244
145	0.5844961222
146	0.5843933228
147	0.58429105
148	0.5841497896
149	0.5840590868
150	0.5839142318
151	0.5838291731
152	0.5836697279
153	0.5836004486
154	0.5834679247
155	0.5833410136
156	0.5832346513
157	0.5830706742
158	0.5829238061
159	0.582797671
160	0.5827047613
161	0.5826059469
162	0.5825210587
163	0.5824292363
164	0.5823242365
165	0.5821308648
166	0.5820098058
167	0.5818655216
168	0.5818295856
169	0.5816803195
170	0.5815577562
171	0.5814457318
172	0.5812538154
173	0.5811520859
174	0.5810206977
175	0.5808356806
176	0.5807939011
177	0.5806478866
178	0.5805593946
179	0.5803434784
180	0.58022454
181	0.5801351371
182	0.5800095323
183	0.579906956
184	0.5797833692
185	0.5795887245
186	0.5794759622
187	0.5793399878
188	0.5791467318
189	0.5789984068
190	0.5788986957
191	0.5787511123
192	0.5786203706
193	0.5784166169
194	0.5782598376
195	0.5781133944
196	0.5780617257
197	0.5779784076
198	0.5778611247
199	0.5776867535
200	0.5775591906
201	0.5775061606
202	0.5774616454
203	0.5773543021
204	0.577205113
205	0.5771383924
206	0.5770244635
207	0.5769685859
208	0.5768811604
209	0.5768152139
210	0.5766674347
211	0.5765790867
212	0.5764104236
213	0.5763434527
214	0.5762606498
215	0.5762009443
216	0.5760848374
217	0.5760319521
218	0.5759553614
219	0.5758935796
220	0.5757996577
221	0.5757095682
222	0.5755240438
223	0.5754330838
224	0.5753641923
225	0.5752496306
226	0.5751930577
227	0.5751032117
228	0.5749521073
229	0.5748558815
230	0.5747158242
231	0.5745722335
232	0.574439944
233	0.5743349265
234	0.574286556
235	0.5741801031
236	0.5740295382
237	0.5739235402
238	0.5737817281
239	0.5737081023
240	0.5736086951
241	0.5735063751
242	0.5733949866
243	0.5733537556
244	0.5732269954
245	0.5731574439
246	0.5730313313
247	0.5729342503
248	0.5728248503
249	0.5727077079
250	0.5726110632
251	0.5725257851
252	0.5724493324
253	0.5724015529
254	0.5722992424
255	0.5722156601
256	0.5720802919
257	0.5720050643
258	0.5719504845
259	0.5718507166
260	0.5717544056
261	0.5715813392
262	0.5715762901
263	0.5714904879
264	0.5714124171
265	0.5713211046
266	0.5712257734
267	0.5711274989
268	0.5708861313
269	0.5707287619
270	0.5705816624
271	0.5703738862
272	0.570316143
273	0.5701940986
274	0.5701240519
275	0.5700361453
276	0.5699208017
277	0.56983044
278	0.5697116488
279	0.5696598813
280	0.5695465331
281	0.5694568785
282	0.5693366342
283	0.5692260447
284	0.5691097398
285	0.5689888602
286	0.5688554719
287	0.5687302081
288	0.5686641783
289	0.5686186243
290	0.5685521733
291	0.5684252546
292	0.568360272
293	0.5682614699
294	0.5680791399
295	0.5680126531
296	0.5678937085
297	0.5677984291
298	0.567671474
299	0.5675049247
300	0.5673971851
301	0.567334193
302	0.5672030839
303	0.5671264818
304	0.5670699026
305	0.5669838781
306	0.5669204323
307	0.5668495863
308	0.5668012632
309	0.5667122588
310	0.5665747073
311	0.5664185096
312	0.5663770363
313	0.5662899138
314	0.5660405065
315	0.5659418242
316	0.5658541693
317	0.5657946759
318	0.5656260696
319	0.5655437091
320	0.5654442979
321	0.5654006888
322	0.5653496331
323	0.5652951421
324	0.5652471283
325	0.5651987087
326	0.5651247896
327	0.5649620972
328	0.5648449731
329	0.5648147842
330	0.5647016509
331	0.5645984122
332	0.5645246428
333	0.5644468431
334	0.5643672943
335	0.5642804578
336	0.5641986971
337	0.5641189388
338	0.5639756992
339	0.5638681237
340	0.5638078731
341	0.5637352691
342	0.5636316827
343	0.5635491359
344	0.563483365
345	0.5633441587
346	0.5631717515
347	0.5630672469
348	0.5630052302
349	0.5628900924
350	0.5628196524
351	0.5627694724
352	0.5627321751
353	0.5626584473
354	0.56252238
355	0.5624156783
356	0.5623342217
357	0.5622901243
358	0.5621707475
359	0.5620907519
360	0.5620181223
361	0.5619002618
362	0.5617736854
363	0.5616321106
364	0.5614626341
365	0.5613671456
366	0.5613117799
367	0.5611820059
368	0.5610908707
369	0.560994171
370	0.5609038359
371	0.5608485878
372	0.5607744761
373	0.5607062917
374	0.5605388533
375	0.560481385
376	0.5603847737
377	0.560290893
378	0.5602271847
379	0.5601301188
380	0.5600410733
381	0.5599888618
382	0.5598828699
383	0.55972256
384	0.5595870354
385	0.5594611733
386	0.5593031694
387	0.559229736
388	0.5591518743
389	0.5590913595
390	0.5590071898
391	0.5588867693
392	0.5587777694
393	0.5586937456
394	0.5585991389
395	0.558453731
396	0.5583577194
397	0.558273099
398	0.5581491853
399	0.5580971389
400	0.5580378417
401	0.5579723245
402	0.5579212356
403	0.5577712153
404	0.5576692256
405	0.5575948227
406	0.5574573437
407	0.557400956
408	0.5573111183
409	0.5572533272
410	0.5571652331
411	0.5570891877
412	0.5570337671
413	0.556964009
414	0.5568603581
415	0.5567763439
416	0.5566934924
417	0.5565805558
418	0.5564924055
419	0.5563738226
420	0.556272805
421	0.5561906319
422	0.5560726742
423	0.555970936
424	0.5558819603
425	0.555783711
426	0.5556429558
427	0.5555290689
428	0.5554425799
429	0.5553222831
430	0.5552608623
431	0.5551149374
432	0.5550273247
433	0.554837865
434	0.5547434739
435	0.5546810294
436	0.5545572895
437	0.5544451502
438	0.5543423075
439	0.554252701
440	0.5541546318
441	0.5540360951
442	0.5539162816
443	0.5538599981
444	0.5538182311
445	0.5536838118
446	0.5535704344
447	0.5534796155
448	0.5534216385
449	0.5533389037
450	0.5531676016
451	0.5530526813
452	0.5529091727
453	0.552772957
454	0.5527043318
455	0.5526379904
456	0.5525773794
457	0.5524759282
458	0.5523716084
459	0.5523047824
460	0.5522238716
461	0.5521349468
462	0.5520798186
463	0.5520144489
464	0.5519520859
465	0.5519035731
466	0.5517255766
467	0.5516344685
468	0.551568223
469	0.5514879442
470	0.5514117901
471	0.5513340586
472	0.5512226947
473	0.5511884446
474	0.5510803007
475	0.5509975641
476	0.5509062029
477	0.550820604
478	0.5507285042
479	0.5505696285
480	0.5504835227
481	0.5503329643
482	0.5501581769
483	0.5500751049
484	0.5500064334
485	0.5498718103
486	0.5497348932
487	0.549592077
488	0.5495216073
489	0.5494097344
490	0.5493510735
491	0.5492553527
492	0.5491256427
493	0.5490114539
494	0.548925539
495	0.5488687785
496	0.5487373161
497	0.5486374329
498	0.5484638214
499	0.548283141
500	0.5481881452
501	0.5481185127
502	0.5480522206
503	0.5478890378
504	0.5477889633
505	0.5476647746
506	0.5475326643
507	0.5474143156
508	0.5472763783
509	0.5471992866
510	0.5471083763
511	0.5469300715
512	0.5468593587
513	0.5467742294
514	0.5467047775
515	0.546627128
516	0.5465720565
517	0.5464382417
518	0.5463444482
519	0.5462333581
520	0.5461020241
521	0.5460080005
522	0.5458872192
523	0.5457631261
524	0.5456121514
525	0.5455033625
526	0.5453497847
527	0.5452216298
528	0.5451098347
529	0.5450097422
530	0.5448531147
531	0.544707868
532	0.5446154968
533	0.5445813554
534	0.5444947839
535	0.544422913
536	0.5443428194
537	0.5441532578
538	0.5440518832
539	0.5439367889
540	0.5438577244
541	0.5437800227
542	0.543649332
543	0.5435970732
544	0.5434975227
545	0.5434256475
546	0.543280389
547	0.5431478144
548	0.5430458086
549	0.5429373171
550	0.5427586974
551	0.542710322
552	0.5426153276
553	0.5425294639
554	0.5424139832
555	0.5423151364
556	0.542225037
557	0.542106049
558	0.5420243626
559	0.5419219707
560	0.5418229301
561	0.5417465351
562	0.5416095286
563	0.5414788037
564	0.5413738249
565	0.5413047901
566	0.5410664303
567	0.5409802749
568	0.5408998486
569	0.5408178857
570	0.5407290977
571	0.5406413201
572	0.5405384444
573	0.540396356
574	0.5402815449
575	0.5401422031
576	0.5400863406
577	0.539987955
578	0.5399110048
579	0.5398316049
580	0.5397099806
581	0.5396151788
582	0.5395796292
583	0.5395020616
584	0.5393387155
585	0.5392892741
586	0.5391779134
587	0.5391190416
588	0.5389941925
589	0.5389156208
590	0.5387912941
591	0.5386676948
592	0.5385823642
593	0.5384565422
594	0.5383644267
595	0.5382862281
596	0.5382123112
597	0.538126861
598	0.5379603191
599	0.5378929001
600	0.5378476855
601	0.5377309691
602	0.5376109624
603	0.537476622
604	0.5373685746
605	0.5372087839
606	0.5371142075
607	0.5369824711
608	0.5368776483
609	0.5367614306
610	0.5367347197
611	0.5366828518
612	0.5365908191
613	0.5364601269
614	0.5363616363
615	0.536291998
616	0.536182467
617	0.5361026641
618	0.5360292754
619	0.5359951204
620	0.5359412108
621	0.5358219826
622	0.535712796
623	0.5355829829
624	0.5355326273
625	0.5354225684
626	0.5353646618
627	0.5352584974
628	0.5351414927
629	0.5351005176
630	0.5349771567
631	0.5348629503
632	0.5347565041
633	0.5346729927
634	0.5345457775
635	0.534456542
636	0.5343508386
637	0.5342971246
638	0.5342416059
639	0.5341368831
640	0.5340918624
641	0.5339908824
642	0.5338935065
643	0.5338620849
644	0.5338089541
645	0.5337039717
646	0.5336247575
647	0.5335154956
648	0.5334029155
649	0.5332768226
650	0.5331478789
651	0.5330412224
652	0.5329932433
653	0.5328773457
654	0.5327538416
655	0.5326744479
656	0.5325360097
657	0.5324511168
658	0.5323353343
659	0.5322352215
660	0.5321803914
661	0.5321165369
662	0.5320085738
663	0.5319256219
664	0.53188311
665	0.5317732549
666	0.5317279415
667	0.5316564648
668	0.531594252
669	0.5315315337
670	0.531446739
671	0.5314061376
672	0.5312788877
673	0.5312147804
674	0.5310822674
675	0.5309826345
676	0.5309000728
677	0.5308281957
678	0.5307758423
679	0.5306959994
680	0.5305700745
681	0.5304162242
682	0.530334289
683	0.5302312394
684	0.530170144
685	0.5300832128
686	0.5300295752
687	0.5299705667
688	0.5298695025
689	0.5297948084
690	0.5296892493
691	0.5296228956
692	0.5295652593
693	0.5294828464
694	0.529396775
695	0.5292972844
696	0.5292557598
697	0.5291482527
698	0.5290888857
699	0.528986258
700	0.5288570906
701	0.5287389076
702	0.528654412
703	0.5285632795
704	0.5285049517
705	0.5284022109
706	0.5283488857
707	0.5282253338
708	0.5281485508
709	0.528030241
710	0.5279630276
711	0.527843789
712	0.5278015545
713	0.5277657121
714	0.5276977762
715	0.5276513463
716	0.5275998201
717	0.5275720859
718	0.5274580188
719	0.5273225392
720	0.52721106
721	0.5271494909
722	0.5270918915
723	0.5270111337
724	0.526901811
725	0.5268546047
726	0.5267291978
727	0.5266536299
728	0.5265364214
729	0.5265053981
730	0.5264336307
731	0.5263652334
732	0.5262891754
733	0.5261925771
734	0.5261329386
735	0.5259710362
736	0.5259138748
737	0.5258346154
738	0.5257498199
739	0.5256189142
740	0.5255547288
741	0.5254605263
742	0.5254034315
743	0.5253174685
744	0.5251984869
745	0.5251141284
746	0.5250170458
747	0.5248810343
748	0.5248390984
749	0.5248057819
750	0.5247271536
751	0.5246779573
752	0.5246162831
753	0.5245630534
754	0.5244733052
755	0.5243824124
756	0.5243080316
757	0.5242426617
758	0.5242185734
759	0.5240031201
760	0.5239520757
761	0.5239064639
762	0.5238445891
763	0.5237829605
764	0.5236915241
765	0.5235802592
766	0.523508548
767	0.5234041302
768	0.5233198297
769	0.5232726004
770	0.5231967903
771	0.5231428332
772	0.5230621471
773	0.5229884628
774	0.5228801714
775	0.5228040671
776	0.5227105403
777	0.5226041111
778	0.5225587018
779	0.5224742851
780	0.5224055463
781	0.5223084567
782	0.5222091873
783	0.5221176182
784	0.5220232074
785	0.5219210868
786	0.5218433781
787	0.5217895186
788	0.5217066163
789	0.5216220048
790	0.5215354134
791	0.5214671281
792	0.5213893483
793	0.5213572866
794	0.5212560763
795	0.5211569538
796	0.5210909052
797	0.5209802934
798	0.5209509126
799	0.5207962
800	0.5207504028
801	0.5206934441
802	0.5206288975
803	0.5205495397
804	0.5204409693
805	0.5203477091
806	0.5202332877
807	0.5201830678
808	0.5200570379
809	0.5199693271
810	0.5198382852
811	0.5198229495
812	0.519760591
813	0.5197059723
814	0.5196303304
815	0.5195552019
816	0.5194528879
817	0.519351751
818	0.5192989321
819	0.5192527482
820	0.5191857021
821	0.5191050357
822	0.5190274759
823	0.5189599016
824	0.5188374104
825	0.5187594907
826	0.5187008461
827	0.5186332939
828	0.5185901665
829	0.5185350948
830	0.5184416447
831	0.5183990986
832	0.5183190043
833	0.5182440691
834	0.5181679567
835	0.5181150917
836	0.5180635581
837	0.5180090708
838	0.5179613878
839	0.5179160748
840	0.5178452385
841	0.5178226081
842	0.5177453517
843	0.5176642966
844	0.5175745538
845	0.517419973
846	0.517353051
847	0.5172615651
848	0.5171723986
849	0.5170824565
850	0.5169494855
851	0.5168358403
852	0.5167425461
853	0.5166155934
854	0.5165775246
855	0.5164681216
856	0.5164104637
857	0.516402936
858	0.5162776915
859	0.5162217686
860	0.5161215438
861	0.5160333787
862	0.5159432402
863	0.5158532973
864	0.5157615069
865	0.5156946788
866	0.5156027644
867	0.5155200081
868	0.5154586214
869	0.5154087426
870	0.5153069431
871	0.5152536676
872	0.5152043259
873	0.5151435962
874	0.5150843651
875	0.5150442511
876	0.5149150974
877	0.5148334605
878	0.5148028619
879	0.5147452178
880	0.5146738775
881	0.5146246515
882	0.5145503785
883	0.5144642409
884	0.5143759881
885	0.5142939395
886	0.514223722
887	0.5140793091
888	0.5140296746
889	0.5139465697
890	0.513797325
891	0.5136913556
892	0.5135914993
893	0.5134942501
894	0.5134752111
895	0.5134107518
896	0.5133559374
897	0.5132821658
898	0.513196398
899	0.5131533818
900	0.513096301
901	0.5129755658
902	0.5129024251
903	0.5128416006
904	0.512734369
905	0.512669338
906	0.5126130503
907	0.5125535711
908	0.5125379333
909	0.5124875531
910	0.5124085351
911	0.5122757161
912	0.5122367674
913	0.5121702325
914	0.5121386262
915	0.5120445075
916	0.5119840433
917	0.5119016723
918	0.5118107275
919	0.511736055
920	0.5116593248
921	0.5115453969
922	0.5114830437
923	0.5114150044
924	0.5113638642
925	0.5113327076
926	0.5112389854
927	0.5111543732
928	0.511023165
929	0.5109183455
930	0.510804752
931	0.5106930078
932	0.51059805
933	0.5104726928
934	0.5103527871
935	0.5102808271
936	0.5101959803
937	0.5100948764
938	0.50997399
939	0.5099150828
940	0.5098515011
941	0.5098044403
942	0.5097239208
943	0.5096757437
944	0.5096263992
945	0.5095140197
946	0.5094849004
947	0.5093496561
948	0.5092968003
949	0.5092230095
950	0.5091775512
951	0.5091161883
952	0.5090583137
953	0.5089797342
954	0.5089263395
955	0.5088197768
956	0.5087502797
957	0.5086818035
958	0.5086012236
959	0.5084847765
960	0.5084062487
961	0.5083190222
962	0.5082617312
963	0.5081838263
964	0.5081077893
965	0.5079797087
966	0.5078942814
967	0.5078060372
968	0.5077524409
969	0.5076710506
970	0.5076181121
971	0.5075568854
972	0.5075082721
973	0.5073953582
974	0.5073584479
975	0.5072853215
976	0.5072367576
977	0.5071809442
978	0.5071627794
979	0.5070333339
980	0.5069673718
981	0.5069127852
982	0.5068007491
983	0.5067470838
984	0.5066948622
985	0.506602396
986	0.5065435354
987	0.5064483566
988	0.5063801256
989	0.5063457418
990	0.5062897921
991	0.5062667967
992	0.5062216144
993	0.5061327402
994	0.5060659616
995	0.5059777646
996	0.5059393274
997	0.5058642368
998	0.5058486002
999	0.5057898579
